run_id,seed,method,n_features,accuracy,precision,recall,f1,roc_auc,training_time
0,42,baseline,46,0.9356415103038126,0.9367129629629629,0.9985687493830816,0.9666523338588696,0.7098574454906643,2.694394111633301
0,42,variance_threshold,43,0.9356415103038126,0.9366725303212665,0.9986181028526305,0.9666539270017198,0.7038905108647053,2.589543104171753
0,42,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6522475791069806,0.03944087028503418
0,42,mutual_info,10,0.9359181227237103,0.9368114063512638,0.9987661632612773,0.9667972482323715,0.6134820174814203,0.08854198455810547
0,42,rfe,10,0.9340740399243926,0.9342772806936629,0.9997532326522555,0.9659069235170704,0.6389615145857981,0.038015127182006836
0,42,rfecv,29,0.9356876123737956,0.9366754617414248,0.9986674563221795,0.9666786098172698,0.707096845874675,0.18472504615783691
0,42,l1,43,0.9355954082338297,0.9366695986296931,0.9985687493830816,0.9666292430069513,0.7099151569305637,0.28014302253723145
0,42,rf_topk,10,0.9359181227237103,0.9367709683391965,0.9988155167308261,0.9667988343763436,0.6770369565272951,0.034853219985961914
0,42,rf_median,23,0.9359181227237103,0.9368518518518518,0.9987168097917284,0.9667956619368401,0.6943801076437507,0.11528396606445312
1,43,baseline,46,0.9351343875340002,0.9364381278644507,0.9983219820353371,0.9663903685832358,0.7026737699744267,3.495763063430786
1,43,variance_threshold,43,0.935364897883915,0.9364528371748588,0.9985687493830816,0.966513805292825,0.6981001988022683,3.1987249851226807
1,43,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6501954383579309,0.04349803924560547
1,43,mutual_info,10,0.935364897883915,0.936614501342717,0.998371335504886,0.9665074056378404,0.6324714642659812,0.10419893264770508
1,43,rfe,10,0.9342123461343415,0.9343264308444403,0.9998519395913533,0.9659792585528668,0.6327520261343372,0.03889608383178711
1,43,rfecv,37,0.9351804896039833,0.9364410702712712,0.998371335504886,0.9664150582839671,0.7014893903164555,0.2335669994354248
1,43,l1,44,0.9351343875340002,0.9364381278644507,0.9983219820353371,0.9663903685832358,0.7027021594439643,0.30155014991760254
1,43,rf_topk,10,0.9351804896039833,0.9364814814814815,0.9983219820353371,0.9664134537289188,0.6692793094852119,0.034774065017700195
1,43,rf_median,23,0.9349960813240514,0.9364292990091675,0.9981739216266904,0.9663162924032489,0.6908583628642528,0.09291291236877441
2,44,baseline,46,0.9353187958139321,0.9362883449775597,0.9987168097917284,0.9664955223880597,0.7078489423264818,2.9684269428253174
2,44,variance_threshold,43,0.9352726937439491,0.9361239592969473,0.9988648702003751,0.9664772455947662,0.7026286991012557,2.62723708152771
2,44,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6507831210995995,0.040988922119140625
2,44,mutual_info,10,0.9352265916739662,0.9361613544895221,0.9987661632612773,0.9664509658778863,0.6338626691530592,0.13023900985717773
2,44,rfe,10,0.9341201419943755,0.9341601733597676,0.9999506465304511,0.9659364496674692,0.6337418066851191,0.0420529842376709
2,44,rfecv,36,0.9352265916739662,0.9361613544895221,0.9987661632612773,0.9664509658778863,0.7077381474137365,0.22258687019348145
2,44,l1,45,0.9353187958139321,0.9362883449775597,0.9987168097917284,0.9664955223880597,0.7078522233479003,0.3085010051727295
2,44,rf_topk,10,0.9351804896039833,0.9360373693460364,0.9988648702003751,0.9664310954063604,0.6823574608596594,0.03307914733886719
2,44,rf_median,23,0.9352726937439491,0.9361239592969473,0.9988648702003751,0.9664772455947662,0.696310211664563,0.11683773994445801
3,45,baseline,46,0.9354571020238809,0.9367416875057887,0.9983219820353371,0.9665519877675841,0.7151215853287642,3.1945548057556152
3,45,variance_threshold,43,0.9354571020238809,0.9366608019261042,0.9984206889744349,0.9665551839464883,0.7116816588623256,2.8104140758514404
3,45,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6608400734147538,0.04057502746582031
3,45,mutual_info,10,0.9355493061638468,0.9365454040544293,0.9986674563221795,0.9666093436514761,0.6105726667154331,0.09280896186828613
3,45,rfe,10,0.9342584482043244,0.9343695231067245,0.9998519395913533,0.9660022887659737,0.6385835236498442,0.04193568229675293
3,45,rfecv,31,0.9356876123737956,0.9367967773301847,0.9985193959135327,0.9666738335841755,0.6980211261860806,0.17905497550964355
3,45,l1,43,0.9354571020238809,0.9367416875057887,0.9983219820353371,0.9665519877675841,0.7151222760701155,0.28803110122680664
3,45,rf_topk,10,0.9355954082338297,0.9367504746029541,0.9984700424439839,0.966626054134117,0.6842202348672557,0.03446483612060547
3,45,rf_median,23,0.9355032040938638,0.9366637344321497,0.9984700424439839,0.96657987147942,0.7036470590754469,0.09277486801147461
4,46,baseline,46,0.9362408372135909,0.9369936577010324,0.998914223669924,0.9669636672001529,0.7170742075176283,2.890856981277466
4,46,variance_threshold,43,0.936194735143608,0.937031206593203,0.9988155167308261,0.9669374104156713,0.7123222869285695,2.5735082626342773
4,46,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6583305410114207,0.04127788543701172
4,46,mutual_info,10,0.9363330413535568,0.9370399518540808,0.9989635771394729,0.967011442084896,0.6385895676366679,0.1234738826751709
4,46,rfe,10,0.9341662440643584,0.9342833425567239,0.9998519395913533,0.9659562294378486,0.6406355780562248,0.0404818058013916
4,46,rfecv,34,0.9362869392835739,0.937037037037037,0.998914223669924,0.9669867660408007,0.7166089068748727,0.2147810459136963
4,46,l1,44,0.9362408372135909,0.9369936577010324,0.998914223669924,0.9669636672001529,0.717071928071169,0.3002312183380127
4,46,rf_topk,10,0.9364252454935227,0.9371671991480298,0.998914223669924,0.9670560691846437,0.6857752317972557,0.033570051193237305
4,46,rf_median,23,0.9363330413535568,0.9370804203898329,0.998914223669924,0.9670098659850458,0.7039676321365755,0.1180272102355957
5,47,baseline,46,0.9355032040938638,0.9371089586133383,0.9979271542789458,0.9665622983340902,0.6949406787873815,3.0784499645233154
5,47,variance_threshold,43,0.9354571020238809,0.9368630720770799,0.9981739216266904,0.966547192353644,0.6920230909307802,2.774097204208374
5,47,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6437081337349857,0.04618716239929199
5,47,mutual_info,10,0.935364897883915,0.936816750046322,0.9981245681571415,0.9664994026284349,0.6077115296957651,0.09443998336791992
5,47,rfe,10,0.9339818357844267,0.9341911086515403,0.9997532326522555,0.9658608687359939,0.6224245104318866,0.04231119155883789
5,47,rfecv,28,0.9355032040938638,0.9370279412446133,0.9980258612180436,0.9665654948258968,0.6767351370938537,0.16935300827026367
5,47,l1,43,0.9355032040938638,0.9371089586133383,0.9979271542789458,0.9665622983340902,0.6949560477824475,0.28617095947265625
5,47,rf_topk,10,0.9352265916739662,0.9368079684966412,0.9979765077484947,0.9664253112528974,0.6692842828229411,0.03269600868225098
5,47,rf_median,23,0.9352726937439491,0.936891854323047,0.9979271542789458,0.9664468024089475,0.6852829749732665,0.120758056640625
6,48,baseline,46,0.9355954082338297,0.9367504746029541,0.9984700424439839,0.966626054134117,0.7081363598027491,3.0654211044311523
6,48,variance_threshold,43,0.9356876123737956,0.9367967773301847,0.9985193959135327,0.9666738335841755,0.7022108351207993,2.7524590492248535
6,48,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6566874227535313,0.04536104202270508
6,48,mutual_info,10,0.9357337144437785,0.9367592592592593,0.9986181028526305,0.9667001098848598,0.6228095469296235,0.0923459529876709
6,48,rfe,10,0.9342123461343415,0.9342062796809443,1.0,0.9659841243355343,0.644779231811347,0.04613995552062988
6,48,rfecv,34,0.935410999953898,0.9366578691484928,0.998371335504886,0.9665304952339998,0.7067248643884774,0.2340540885925293
6,48,l1,45,0.9355954082338297,0.9367504746029541,0.9984700424439839,0.966626054134117,0.7081332514666684,0.3182547092437744
6,48,rf_topk,10,0.9358259185837444,0.93688646045564,0.9985687493830816,0.9667447082994888,0.6794379216587407,0.03423190116882324
6,48,rf_median,23,0.9356876123737956,0.9367967773301847,0.9985193959135327,0.9666738335841755,0.6975401111775834,0.1187887191772461
7,49,baseline,46,0.9362408372135909,0.9373986376905611,0.9984206889744349,0.9669478765862868,0.6980689772931905,3.140920877456665
7,49,variance_threshold,44,0.9362869392835739,0.9373610081541883,0.9985193959135327,0.9669741432872915,0.6940836759928491,2.912229061126709
7,49,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6335887384016756,0.0434110164642334
7,49,mutual_info,10,0.9365174496334886,0.9375376488577916,0.9985687493830816,0.9670912697464331,0.6227120487878905,0.10014963150024414
7,49,rfe,10,0.9342584482043244,0.9342894033016693,0.9999506465304511,0.9660055306570039,0.6305557967394108,0.042035818099975586
7,49,rfecv,34,0.9363330413535568,0.9374449747463046,0.9984700424439839,0.9669956743063356,0.6963561459644231,0.1965329647064209
7,49,l1,43,0.9362408372135909,0.9373986376905611,0.9984206889744349,0.9669478765862868,0.6981018911185789,0.2848520278930664
7,49,rf_topk,10,0.9363791434235397,0.9374073387694588,0.9985687493830816,0.9670219375806529,0.6668156768446714,0.03257608413696289
7,49,rf_median,23,0.9362408372135909,0.9373581059166937,0.9984700424439839,0.9669494563269208,0.6839469430516221,0.11633801460266113
8,50,baseline,46,0.9355954082338297,0.936588752603564,0.9986674563221795,0.9666324312704516,0.7051651013431535,2.8252081871032715
8,50,variance_threshold,43,0.9356415103038126,0.9365916874942146,0.9987168097917284,0.9666571128308016,0.7000348271789316,2.589003086090088
8,50,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6522762448730587,0.04106426239013672
8,50,mutual_info,10,0.9355032040938638,0.9365020595177489,0.9986674563221795,0.9665862571353507,0.6209995628297988,0.09800100326538086
8,50,rfe,10,0.9341662440643584,0.9342432906022319,0.9999012930609021,0.965957852579384,0.6441319380910631,0.0401611328125
8,50,rfecv,35,0.9356415103038126,0.9365916874942146,0.9987168097917284,0.9666571128308016,0.7043580046112511,0.21834111213684082
8,50,l1,42,0.9356415103038126,0.9365916874942146,0.9987168097917284,0.9666571128308016,0.7051704200515583,0.27272677421569824
8,50,rf_topk,10,0.9354571020238809,0.9364991206146441,0.9986181028526305,0.9665615744721505,0.6697331956271375,0.03334188461303711
8,50,rf_median,23,0.9356415103038126,0.9365916874942146,0.9987168097917284,0.9666571128308016,0.6914007675103451,0.09766411781311035
