run_id,seed,method,n_features,accuracy,precision,recall,f1,roc_auc,training_time
25,67,mutual_info,10,0.9355032040938638,0.9363808818766484,0.9988155167308261,0.9665910447761195,0.6170486604487512,0.09342002868652344
25,67,rfe,10,0.9340740399243926,0.9341971779027944,0.9998519395913533,0.9659101745017641,0.6418106499744874,0.045903921127319336
25,67,rfecv,44,0.9356415103038126,0.9366725303212665,0.9986181028526305,0.9666539270017198,0.7000092352118665,0.3194699287414551
25,67,l1,44,0.9355032040938638,0.9365828820071287,0.9985687493830816,0.9665830646124448,0.7000496090438488,0.2960948944091797
25,67,rf_topk,10,0.9355493061638468,0.9365454040544293,0.9986674563221795,0.9666093436514761,0.6656723790285677,0.03508305549621582
25,67,rf_median,23,0.9354571020238809,0.9365395297167192,0.9985687493830816,0.9665599770696985,0.6849995983339042,0.0971059799194336
26,68,baseline,46,0.9355032040938638,0.9368659965723285,0.9982232750962393,0.9665718859764403,0.7215951096617516,2.769761085510254
26,68,variance_threshold,43,0.9355032040938638,0.9367850692354004,0.9983219820353371,0.9665750806355274,0.7152966191871785,2.6190836429595947
26,68,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6659226691572037,0.040719032287597656
26,68,mutual_info,10,0.9356876123737956,0.9368776918445793,0.9984206889744349,0.9666706486680205,0.6367937264660104,0.09831404685974121
26,68,rfe,10,0.9341662440643584,0.9342032460346735,0.9999506465304511,0.9659594755661501,0.6438925444072434,0.047202110290527344
26,68,rfecv,25,0.9356876123737956,0.9370396108408617,0.9982232750962393,0.9666642770091046,0.700597073370339,0.14362502098083496
26,68,l1,42,0.9355032040938638,0.9368659965723285,0.9982232750962393,0.9665718859764403,0.7215445473948379,0.31671714782714844
26,68,rf_topk,10,0.9355954082338297,0.9368313805399898,0.998371335504886,0.9666228646517739,0.6815855228625372,0.03348875045776367
26,68,rf_median,23,0.9355032040938638,0.9368659965723285,0.9982232750962393,0.9665718859764403,0.7054888172774305,0.1163482666015625
27,69,baseline,46,0.9355493061638468,0.9370308590492077,0.9980752146875925,0.9665901921422426,0.7137978140661049,3.0244009494781494
27,69,variance_threshold,43,0.9354571020238809,0.9369035485963124,0.9981245681571415,0.966545593576754,0.7110417906115678,2.959623098373413
27,69,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6608038440308791,0.04203391075134277
27,69,mutual_info,10,0.9355954082338297,0.9369123164574552,0.9982726285657881,0.9666196745597476,0.6142655253961765,0.09636378288269043
27,69,rfe,10,0.9341201419943755,0.9341601733597676,0.9999506465304511,0.9659364496674692,0.6475931911967225,0.04366898536682129
27,69,rfecv,27,0.9338896316444608,0.9341850382806014,0.9996545257131576,0.9658115582681671,0.6957564615917762,0.13473296165466309
27,69,l1,44,0.9355493061638468,0.9370308590492077,0.9980752146875925,0.9665901921422426,0.7137977449919698,0.29646897315979004
